Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/Move to Compilation Page,Firefox 56.0,,2018-06-05 11:57:57,2018-06-05 11:58:05,7.337s,PASSED
scrollToElement,Firefox 56.0,,2018-06-05 11:57:57,2018-06-05 11:58:02,4.887s,PASSED
click,Firefox 56.0,,2018-06-05 11:58:02,2018-06-05 11:58:05,2.354s,PASSED
waitForPageLoad,Firefox 56.0,,2018-06-05 11:58:05,2018-06-05 11:58:05,0.033s,PASSED
,,,,,,
Test Cases/Visit Seller Portal,Firefox 56.0,,2018-06-05 11:58:05,2018-06-05 11:58:19,14.509s,PASSED
openBrowser,Firefox 56.0,,2018-06-05 11:58:05,2018-06-05 11:58:19,14.234s,PASSED
maximizeWindow,Firefox 56.0,,2018-06-05 11:58:19,2018-06-05 11:58:19,0.216s,PASSED
,,,,,,
Test Cases/Seller Login,Firefox 56.0,,2018-06-05 11:58:19,2018-06-05 11:58:27,7.655s,PASSED
click,Firefox 56.0,,2018-06-05 11:58:19,2018-06-05 11:58:20,0.457s,PASSED
sendKeys,Firefox 56.0,,2018-06-05 11:58:20,2018-06-05 11:58:20,0.267s,PASSED
click,Firefox 56.0,,2018-06-05 11:58:20,2018-06-05 11:58:21,0.580s,PASSED
sendKeys,Firefox 56.0,,2018-06-05 11:58:21,2018-06-05 11:58:21,0.189s,PASSED
click,Firefox 56.0,,2018-06-05 11:58:21,2018-06-05 11:58:27,6.054s,PASSED
waitForPageLoad,Firefox 56.0,,2018-06-05 11:58:27,2018-06-05 11:58:27,0.033s,PASSED
