Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Customer Portal,Firefox 56.0,,2018-05-08 10:55:58,2018-05-08 10:56:55,57.182s,PASSED
,,,,,,
Test Cases/Start page,Firefox 56.0,,2018-05-08 10:55:59,2018-05-08 10:56:24,25.800s,PASSED
openBrowser,Firefox 56.0,,2018-05-08 10:55:59,2018-05-08 10:56:08,9.699s,PASSED
maximizeWindow,Firefox 56.0,,2018-05-08 10:56:08,2018-05-08 10:56:09,0.064s,PASSED
navigateToUrl,Firefox 56.0,,2018-05-08 10:56:09,2018-05-08 10:56:24,15.471s,PASSED
waitForPageLoad,Firefox 56.0,,2018-05-08 10:56:24,2018-05-08 10:56:24,0.055s,PASSED
click,Firefox 56.0,,2018-05-08 10:56:24,2018-05-08 10:56:24,0.260s,PASSED
,,,,,,
Test Cases/Customer-Login,Firefox 56.0,,2018-05-08 10:56:24,2018-05-08 10:56:30,6.079s,PASSED
click,Firefox 56.0,,2018-05-08 10:56:24,2018-05-08 10:56:26,1.688s,PASSED
setText,Firefox 56.0,,2018-05-08 10:56:26,2018-05-08 10:56:30,3.573s,PASSED
setText,Firefox 56.0,,2018-05-08 10:56:30,2018-05-08 10:56:30,0.437s,PASSED
click,Firefox 56.0,,2018-05-08 10:56:30,2018-05-08 10:56:30,0.203s,PASSED
waitForPageLoad,Firefox 56.0,,2018-05-08 10:56:30,2018-05-08 10:56:30,0.036s,PASSED
,,,,,,
Test Cases/Move to Start Page,Firefox 56.0,,2018-05-08 10:56:30,2018-05-08 10:56:31,0.265s,PASSED
click,Firefox 56.0,,2018-05-08 10:56:30,2018-05-08 10:56:31,0.204s,PASSED
,,,,,,
Test Cases/Municipality dropdown field-start page,Firefox 56.0,,2018-05-08 10:56:31,2018-05-08 10:56:33,2.303s,PASSED
click,Firefox 56.0,,2018-05-08 10:56:31,2018-05-08 10:56:33,2.222s,PASSED
,,,,,,
Test Cases/Select Municiplality from Start page,Firefox 56.0,,2018-05-08 10:56:33,2018-05-08 10:56:33,0.264s,PASSED
click,Firefox 56.0,,2018-05-08 10:56:33,2018-05-08 10:56:33,0.200s,PASSED
,,,,,,
Test Cases/Select House From House Listing Page - HB,Firefox 56.0,,2018-05-08 10:56:33,2018-05-08 10:56:53,19.833s,PASSED
click,Firefox 56.0,,2018-05-08 10:56:33,2018-05-08 10:56:53,19.762s,PASSED
,,,,,,
Test Cases/Make Changes in Configuration - Customer,Firefox 56.0,,2018-05-08 10:56:53,2018-05-08 10:56:55,2.350s,PASSED
click,Firefox 56.0,,2018-05-08 10:56:53,2018-05-08 10:56:53,0.188s,PASSED
click,Firefox 56.0,,2018-05-08 10:56:53,2018-05-08 10:56:55,1.906s,PASSED
click,Firefox 56.0,,2018-05-08 10:56:55,2018-05-08 10:56:55,0.178s,PASSED
