Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
getText,Firefox 56.0,,2018-06-05 11:51:16,2018-06-05 11:51:16,0.084s,PASSED
click,Firefox 56.0,,2018-06-05 11:51:16,2018-06-05 11:51:17,0.230s,PASSED
,,,,,,
Test Cases/Navigation to Offert Popup,Firefox 56.0,,2018-06-05 11:51:17,2018-06-05 11:51:19,2.075s,PASSED
click,Firefox 56.0,,2018-06-05 11:51:17,2018-06-05 11:51:19,2.008s,PASSED
,,,,,,
Test Cases/Fill into Offert Form,Firefox 56.0,,2018-06-05 11:51:19,2018-06-05 11:51:20,1.245s,PASSED
click,Firefox 56.0,,2018-06-05 11:51:19,2018-06-05 11:51:19,0.454s,PASSED
click,Firefox 56.0,,2018-06-05 11:51:19,2018-06-05 11:51:19,0.278s,PASSED
selectOptionByLabel,Firefox 56.0,,2018-06-05 11:51:19,2018-06-05 11:51:20,0.291s,PASSED
click,Firefox 56.0,,2018-06-05 11:51:20,2018-06-05 11:51:20,0.155s,PASSED
,,,,,,
Test Cases/Accept OFFERTFORFRAGAN popup,Firefox 56.0,,2018-06-05 11:51:20,2018-06-05 11:51:21,1.428s,PASSED
click,Firefox 56.0,,2018-06-05 11:51:20,2018-06-05 11:51:21,1.318s,PASSED
waitForPageLoad,Firefox 56.0,,2018-06-05 11:51:21,2018-06-05 11:51:21,0.043s,PASSED
,,,,,,
Test Cases/Move to Compilation Page,Firefox 56.0,,2018-06-05 11:51:21,2018-06-05 11:51:28,6.949s,PASSED
scrollToElement,Firefox 56.0,,2018-06-05 11:51:21,2018-06-05 11:51:26,4.573s,PASSED
click,Firefox 56.0,,2018-06-05 11:51:26,2018-06-05 11:51:28,2.266s,PASSED
waitForPageLoad,Firefox 56.0,,2018-06-05 11:51:28,2018-06-05 11:51:28,0.047s,PASSED
,,,,,,
Test Cases/Visit Seller Portal,Firefox 56.0,,2018-06-05 11:51:28,2018-06-05 11:51:42,13.400s,PASSED
openBrowser,Firefox 56.0,,2018-06-05 11:51:28,2018-06-05 11:51:42,13.284s,PASSED
maximizeWindow,Firefox 56.0,,2018-06-05 11:51:42,2018-06-05 11:51:42,0.054s,PASSED
,,,,,,
Test Cases/Seller Login,Firefox 56.0,,2018-06-05 11:51:42,2018-06-05 11:51:49,7.530s,PASSED
click,Firefox 56.0,,2018-06-05 11:51:42,2018-06-05 11:51:42,0.319s,PASSED
sendKeys,Firefox 56.0,,2018-06-05 11:51:42,2018-06-05 11:51:42,0.251s,PASSED
click,Firefox 56.0,,2018-06-05 11:51:42,2018-06-05 11:51:43,0.564s,PASSED
sendKeys,Firefox 56.0,,2018-06-05 11:51:43,2018-06-05 11:51:43,0.182s,PASSED
click,Firefox 56.0,,2018-06-05 11:51:43,2018-06-05 11:51:49,6.091s,PASSED
waitForPageLoad,Firefox 56.0,,2018-06-05 11:51:49,2018-06-05 11:51:49,0.031s,PASSED
