Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/Select Municiplality from Start page,Firefox 56.0,,2018-06-04 12:55:07,2018-06-04 12:55:07,0.323s,PASSED
click,Firefox 56.0,,2018-06-04 12:55:07,2018-06-04 12:55:07,0.229s,PASSED
,,,,,,
Test Cases/Select House From House Listing Page - HB,Firefox 56.0,,2018-06-04 12:55:07,2018-06-04 12:55:26,18.885s,PASSED
click,Firefox 56.0,,2018-06-04 12:55:07,2018-06-04 12:55:26,18.787s,PASSED
,,,,,,
Test Cases/Make Changes in Configuration - Customer,Firefox 56.0,,2018-06-04 12:55:26,2018-06-04 12:55:30,4.171s,FAILED
click,Firefox 56.0,,2018-06-04 12:55:26,2018-06-04 12:55:26,0.262s,PASSED
click,Firefox 56.0,,2018-06-04 12:55:26,2018-06-04 12:55:30,3.806s,FAILED
,,,,,,
Test Cases/Save Configuration,Firefox 56.0,,2018-06-04 12:55:30,2018-06-04 12:55:31,0.581s,PASSED
waitForPageLoad,Firefox 56.0,,2018-06-04 12:55:30,2018-06-04 12:55:30,0.046s,PASSED
getText,Firefox 56.0,,2018-06-04 12:55:30,2018-06-04 12:55:30,0.122s,PASSED
click,Firefox 56.0,,2018-06-04 12:55:30,2018-06-04 12:55:31,0.320s,PASSED
,,,,,,
Test Cases/Navigation to Offert Popup,Firefox 56.0,,2018-06-04 12:55:31,2018-06-04 12:55:32,1.526s,PASSED
click,Firefox 56.0,,2018-06-04 12:55:31,2018-06-04 12:55:32,1.424s,PASSED
,,,,,,
Test Cases/Fill into Offert Form,Firefox 56.0,,2018-06-04 12:55:32,2018-06-04 12:55:34,1.459s,PASSED
click,Firefox 56.0,,2018-06-04 12:55:32,2018-06-04 12:55:33,0.295s,PASSED
click,Firefox 56.0,,2018-06-04 12:55:33,2018-06-04 12:55:33,0.237s,PASSED
selectOptionByLabel,Firefox 56.0,,2018-06-04 12:55:33,2018-06-04 12:55:33,0.537s,PASSED
click,Firefox 56.0,,2018-06-04 12:55:33,2018-06-04 12:55:34,0.249s,PASSED
,,,,,,
Test Cases/Accept OFFERTFORFRAGAN popup,Firefox 56.0,,2018-06-04 12:55:34,2018-06-04 12:56:07,33.561s,FAILED
click,Firefox 56.0,,2018-06-04 12:55:34,2018-06-04 12:56:07,33.454s,FAILED
,,,,,,
Test Cases/Move to Compilation Page,Firefox 56.0,,2018-06-04 12:56:07,2018-06-04 12:56:42,34.901s,FAILED
scrollToElement,Firefox 56.0,,2018-06-04 12:56:07,2018-06-04 12:56:42,34.756s,FAILED
,,,,,,
Test Cases/Visit Seller Portal,Firefox 56.0,,2018-06-04 12:56:42,2018-06-04 12:57:05,22.870s,PASSED
openBrowser,Firefox 56.0,,2018-06-04 12:56:42,2018-06-04 12:57:05,22.521s,PASSED
maximizeWindow,Firefox 56.0,,2018-06-04 12:57:05,2018-06-04 12:57:05,0.049s,PASSED
,,,,,,
Test Cases/Seller Login,Firefox 56.0,,2018-06-04 12:57:05,2018-06-04 12:57:14,8.645s,PASSED
click,Firefox 56.0,,2018-06-04 12:57:05,2018-06-04 12:57:06,0.375s,PASSED
sendKeys,Firefox 56.0,,2018-06-04 12:57:06,2018-06-04 12:57:06,0.208s,PASSED
click,Firefox 56.0,,2018-06-04 12:57:06,2018-06-04 12:57:06,0.739s,PASSED
sendKeys,Firefox 56.0,,2018-06-04 12:57:06,2018-06-04 12:57:07,0.243s,PASSED
click,Firefox 56.0,,2018-06-04 12:57:07,2018-06-04 12:57:14,6.838s,PASSED
waitForPageLoad,Firefox 56.0,,2018-06-04 12:57:14,2018-06-04 12:57:14,0.135s,PASSED
