Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Customer Portal,Firefox 56.0,,2018-06-05 11:58:29,2018-06-05 12:00:03,1m - 34.130s,PASSED
,,,,,,
Test Cases/Clear cache,Firefox 56.0,,2018-06-05 11:58:29,2018-06-05 11:58:30,0.471s,PASSED
deleteAllCookies,Firefox 56.0,,2018-06-05 11:58:29,2018-06-05 11:58:30,0.233s,PASSED
,,,,,,
Test Cases/Start page,Firefox 56.0,,2018-06-05 11:58:30,2018-06-05 11:58:54,24.892s,PASSED
openBrowser,Firefox 56.0,,2018-06-05 11:58:30,2018-06-05 11:58:39,9.636s,PASSED
maximizeWindow,Firefox 56.0,,2018-06-05 11:58:39,2018-06-05 11:58:39,0.076s,PASSED
navigateToUrl,Firefox 56.0,,2018-06-05 11:58:39,2018-06-05 11:58:54,14.486s,PASSED
waitForElementVisible,Firefox 56.0,,2018-06-05 11:58:54,2018-06-05 11:58:54,0.195s,PASSED
click,Firefox 56.0,,2018-06-05 11:58:54,2018-06-05 11:58:54,0.412s,PASSED
,,,,,,
Test Cases/Customer-Login,Firefox 56.0,,2018-06-05 11:58:54,2018-06-05 11:59:00,5.210s,PASSED
click,Firefox 56.0,,2018-06-05 11:58:55,2018-06-05 11:58:56,1.882s,PASSED
setText,Firefox 56.0,,2018-06-05 11:58:56,2018-06-05 11:58:59,2.554s,PASSED
setText,Firefox 56.0,,2018-06-05 11:58:59,2018-06-05 11:58:59,0.476s,PASSED
click,Firefox 56.0,,2018-06-05 11:58:59,2018-06-05 11:59:00,0.151s,PASSED
waitForPageLoad,Firefox 56.0,,2018-06-05 11:59:00,2018-06-05 11:59:00,0.057s,PASSED
,,,,,,
Test Cases/Move to Start Page,Firefox 56.0,,2018-06-05 11:59:00,2018-06-05 11:59:02,2.436s,PASSED
click,Firefox 56.0,,2018-06-05 11:59:00,2018-06-05 11:59:00,0.183s,PASSED
waitForElementVisible,Firefox 56.0,,2018-06-05 11:59:00,2018-06-05 11:59:02,2.177s,PASSED
,,,,,,
Test Cases/Municipality dropdown field-start page,Firefox 56.0,,2018-06-05 11:59:02,2018-06-05 11:59:02,0.210s,PASSED
click,Firefox 56.0,,2018-06-05 11:59:02,2018-06-05 11:59:02,0.143s,PASSED
,,,,,,
Test Cases/Select Municiplality from Start page,Firefox 56.0,,2018-06-05 11:59:02,2018-06-05 11:59:10,7.788s,PASSED
click,Firefox 56.0,,2018-06-05 11:59:02,2018-06-05 11:59:03,0.189s,PASSED
getText,Firefox 56.0,,2018-06-05 11:59:03,2018-06-05 11:59:10,7.531s,PASSED
,,,,,,
Test Cases/Select House From House Listing Page - HB,Firefox 56.0,,2018-06-05 11:59:10,2018-06-05 11:59:23,12.533s,PASSED
click,Firefox 56.0,,2018-06-05 11:59:10,2018-06-05 11:59:23,12.470s,PASSED
,,,,,,
Test Cases/Make Changes in Configuration - Customer,Firefox 56.0,,2018-06-05 11:59:23,2018-06-05 11:59:26,3.505s,PASSED
click,Firefox 56.0,,2018-06-05 11:59:23,2018-06-05 11:59:23,0.220s,PASSED
getText,Firefox 56.0,,2018-06-05 11:59:23,2018-06-05 11:59:26,2.959s,PASSED
click,Firefox 56.0,,2018-06-05 11:59:26,2018-06-05 11:59:26,0.176s,PASSED
getText,Firefox 56.0,,2018-06-05 11:59:26,2018-06-05 11:59:26,0.066s,PASSED
,,,,,,
Test Cases/Save Configuration,Firefox 56.0,,2018-06-05 11:59:26,2018-06-05 11:59:26,0.359s,PASSED
waitForPageLoad,Firefox 56.0,,2018-06-05 11:59:26,2018-06-05 11:59:26,0.034s,PASSED
getText,Firefox 56.0,,2018-06-05 11:59:26,2018-06-05 11:59:26,0.084s,PASSED
click,Firefox 56.0,,2018-06-05 11:59:26,2018-06-05 11:59:26,0.168s,PASSED
,,,,,,
Test Cases/Navigation to Offert Popup,Firefox 56.0,,2018-06-05 11:59:26,2018-06-05 11:59:28,1.429s,PASSED
click,Firefox 56.0,,2018-06-05 11:59:27,2018-06-05 11:59:28,1.354s,PASSED
,,,,,,
Test Cases/Fill into Offert Form,Firefox 56.0,,2018-06-05 11:59:28,2018-06-05 11:59:29,1.275s,PASSED
click,Firefox 56.0,,2018-06-05 11:59:28,2018-06-05 11:59:29,0.540s,PASSED
click,Firefox 56.0,,2018-06-05 11:59:29,2018-06-05 11:59:29,0.224s,PASSED
selectOptionByLabel,Firefox 56.0,,2018-06-05 11:59:29,2018-06-05 11:59:29,0.290s,PASSED
click,Firefox 56.0,,2018-06-05 11:59:29,2018-06-05 11:59:29,0.158s,PASSED
,,,,,,
Test Cases/Accept OFFERTFORFRAGAN popup,Firefox 56.0,,2018-06-05 11:59:29,2018-06-05 11:59:31,1.330s,PASSED
click,Firefox 56.0,,2018-06-05 11:59:29,2018-06-05 11:59:30,1.234s,PASSED
waitForPageLoad,Firefox 56.0,,2018-06-05 11:59:30,2018-06-05 11:59:31,0.035s,PASSED
,,,,,,
Test Cases/Move to Compilation Page,Firefox 56.0,,2018-06-05 11:59:31,2018-06-05 11:59:37,6.928s,PASSED
scrollToElement,Firefox 56.0,,2018-06-05 11:59:31,2018-06-05 11:59:35,4.602s,PASSED
click,Firefox 56.0,,2018-06-05 11:59:35,2018-06-05 11:59:37,2.214s,PASSED
waitForPageLoad,Firefox 56.0,,2018-06-05 11:59:37,2018-06-05 11:59:37,0.051s,PASSED
,,,,,,
Test Cases/Visit Seller Portal,Firefox 56.0,,2018-06-05 11:59:37,2018-06-05 11:59:52,14.913s,PASSED
openBrowser,Firefox 56.0,,2018-06-05 11:59:38,2018-06-05 11:59:52,14.773s,PASSED
