Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/Accept OFFERTFORFRAGAN popup,Firefox 56.0,,2018-06-04 17:47:48,2018-06-04 17:48:23,35.283s,FAILED
click,Firefox 56.0,,2018-06-04 17:47:48,2018-06-04 17:48:23,35.212s,FAILED
,,,,,,
Test Cases/Move to Compilation Page,Firefox 56.0,,2018-06-04 17:48:23,2018-06-04 17:48:58,35.053s,FAILED
scrollToElement,Firefox 56.0,,2018-06-04 17:48:23,2018-06-04 17:48:58,34.972s,FAILED
,,,,,,
Test Cases/Visit Seller Portal,Firefox 56.0,,2018-06-04 17:48:58,2018-06-04 17:49:13,14.757s,PASSED
openBrowser,Firefox 56.0,,2018-06-04 17:48:58,2018-06-04 17:49:13,14.589s,PASSED
maximizeWindow,Firefox 56.0,,2018-06-04 17:49:13,2018-06-04 17:49:13,0.100s,PASSED
,,,,,,
Test Cases/Seller Login,Firefox 56.0,,2018-06-04 17:49:13,2018-06-04 17:49:22,9.583s,PASSED
click,Firefox 56.0,,2018-06-04 17:49:13,2018-06-04 17:49:13,0.331s,PASSED
sendKeys,Firefox 56.0,,2018-06-04 17:49:13,2018-06-04 17:49:14,0.224s,PASSED
click,Firefox 56.0,,2018-06-04 17:49:14,2018-06-04 17:49:14,0.688s,PASSED
sendKeys,Firefox 56.0,,2018-06-04 17:49:14,2018-06-04 17:49:14,0.202s,PASSED
click,Firefox 56.0,,2018-06-04 17:49:14,2018-06-04 17:49:22,8.023s,PASSED
waitForPageLoad,Firefox 56.0,,2018-06-04 17:49:22,2018-06-04 17:49:22,0.034s,PASSED
