Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Customer Portal,Firefox 56.0,,2018-06-04 12:32:03,2018-06-04 12:34:42,2m - 38.948s,FAILED
,,,,,,
Test Cases/Clear cache,Firefox 56.0,,2018-06-04 12:32:04,2018-06-04 12:32:04,0.579s,PASSED
deleteAllCookies,Firefox 56.0,,2018-06-04 12:32:04,2018-06-04 12:32:04,0.376s,PASSED
,,,,,,
Test Cases/Start page,Firefox 56.0,,2018-06-04 12:32:04,2018-06-04 12:32:35,31.017s,PASSED
openBrowser,Firefox 56.0,,2018-06-04 12:32:04,2018-06-04 12:32:20,15.347s,PASSED
maximizeWindow,Firefox 56.0,,2018-06-04 12:32:20,2018-06-04 12:32:20,0.116s,PASSED
navigateToUrl,Firefox 56.0,,2018-06-04 12:32:20,2018-06-04 12:32:35,15.071s,PASSED
waitForElementVisible,Firefox 56.0,,2018-06-04 12:32:35,2018-06-04 12:32:35,0.122s,PASSED
click,Firefox 56.0,,2018-06-04 12:32:35,2018-06-04 12:32:35,0.251s,PASSED
,,,,,,
Test Cases/Customer-Login,Firefox 56.0,,2018-06-04 12:32:35,2018-06-04 12:32:40,4.832s,PASSED
click,Firefox 56.0,,2018-06-04 12:32:35,2018-06-04 12:32:37,1.654s,PASSED
setText,Firefox 56.0,,2018-06-04 12:32:37,2018-06-04 12:32:39,2.479s,PASSED
setText,Firefox 56.0,,2018-06-04 12:32:39,2018-06-04 12:32:40,0.418s,PASSED
click,Firefox 56.0,,2018-06-04 12:32:40,2018-06-04 12:32:40,0.150s,PASSED
waitForPageLoad,Firefox 56.0,,2018-06-04 12:32:40,2018-06-04 12:32:40,0.048s,PASSED
,,,,,,
Test Cases/Move to Start Page,Firefox 56.0,,2018-06-04 12:32:40,2018-06-04 12:32:42,2.382s,PASSED
click,Firefox 56.0,,2018-06-04 12:32:40,2018-06-04 12:32:40,0.186s,PASSED
waitForElementVisible,Firefox 56.0,,2018-06-04 12:32:40,2018-06-04 12:32:42,2.113s,PASSED
,,,,,,
Test Cases/Municipality dropdown field-start page,Firefox 56.0,,2018-06-04 12:32:42,2018-06-04 12:32:43,0.214s,PASSED
click,Firefox 56.0,,2018-06-04 12:32:43,2018-06-04 12:32:43,0.148s,PASSED
,,,,,,
