Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
waitForPageLoad,Firefox 56.0,,2018-06-04 17:53:22,2018-06-04 17:53:22,0.055s,PASSED
getText,Firefox 56.0,,2018-06-04 17:53:22,2018-06-04 17:53:22,0.073s,PASSED
click,Firefox 56.0,,2018-06-04 17:53:22,2018-06-04 17:53:22,0.348s,PASSED
,,,,,,
Test Cases/Navigation to Offert Popup,Firefox 56.0,,2018-06-04 17:53:22,2018-06-04 17:53:24,1.584s,PASSED
click,Firefox 56.0,,2018-06-04 17:53:22,2018-06-04 17:53:24,1.481s,PASSED
,,,,,,
Test Cases/Fill into Offert Form,Firefox 56.0,,2018-06-04 17:53:24,2018-06-04 17:53:28,3.796s,PASSED
click,Firefox 56.0,,2018-06-04 17:53:24,2018-06-04 17:53:26,2.512s,PASSED
click,Firefox 56.0,,2018-06-04 17:53:26,2018-06-04 17:53:27,0.514s,PASSED
selectOptionByLabel,Firefox 56.0,,2018-06-04 17:53:27,2018-06-04 17:53:27,0.495s,PASSED
click,Firefox 56.0,,2018-06-04 17:53:27,2018-06-04 17:53:28,0.208s,PASSED
,,,,,,
Test Cases/Accept OFFERTFORFRAGAN popup,Firefox 56.0,,2018-06-04 17:53:28,2018-06-04 17:54:02,34.781s,FAILED
click,Firefox 56.0,,2018-06-04 17:53:28,2018-06-04 17:54:02,34.711s,FAILED
,,,,,,
Test Cases/Move to Compilation Page,Firefox 56.0,,2018-06-04 17:54:02,2018-06-04 17:54:37,34.654s,FAILED
scrollToElement,Firefox 56.0,,2018-06-04 17:54:03,2018-06-04 17:54:37,34.576s,FAILED
,,,,,,
Test Cases/Visit Seller Portal,Firefox 56.0,,2018-06-04 17:54:37,2018-06-04 17:54:55,18.286s,PASSED
openBrowser,Firefox 56.0,,2018-06-04 17:54:37,2018-06-04 17:54:55,18.005s,PASSED
maximizeWindow,Firefox 56.0,,2018-06-04 17:54:55,2018-06-04 17:54:55,0.216s,PASSED
,,,,,,
Test Cases/Seller Login,Firefox 56.0,,2018-06-04 17:54:55,2018-06-04 17:55:10,14.317s,PASSED
click,Firefox 56.0,,2018-06-04 17:54:55,2018-06-04 17:54:56,0.247s,PASSED
sendKeys,Firefox 56.0,,2018-06-04 17:54:56,2018-06-04 17:54:56,0.581s,PASSED
click,Firefox 56.0,,2018-06-04 17:54:56,2018-06-04 17:54:57,0.243s,PASSED
sendKeys,Firefox 56.0,,2018-06-04 17:54:57,2018-06-04 17:54:57,0.297s,PASSED
click,Firefox 56.0,,2018-06-04 17:54:57,2018-06-04 17:55:10,12.830s,PASSED
waitForPageLoad,Firefox 56.0,,2018-06-04 17:55:10,2018-06-04 17:55:10,0.036s,PASSED
